Product Title,SKU #,UPC,Whole Sale Price Per Unit 
2 TANK WATER GUN IN POLY BAG,SKU #1949029,UPC: 841175105646,$1.40 
"6"" FARM SERIES",SKU #2124466,UPC: 841175116222,$3.68 
MINI LOCOMOTIVE,SKU #2184509,UPC: 841175117977,$3.50 
JUMBO PLUSH MULTICOLOR HANGING MONKEYS -,SKU #1776776,UPC: 049392621271,$1.00 
PLUSH BABY ROSCOE BEAR - VANILLA,SKU #1124032,UPC: 000772077309,$2.38 
MAGIC BOTTLES MILK&JUICE 5X7,SKU #904428,UPC: 075656007017,$0.85 
CHINESE JUMP ROPES,SKU #1895083,UPC: 049392615126,$0.76 
YELLOW AND WHITE WHIRLY POP,SKU #1470124,UPC: 072965702060,$2.71 
48 COUNT CRAYONS,SKU #1988903,UPC: 619342026489,$2.71 
"COMFIES - 7.5"" BABY SITTING ELEPHANT",SKU #1946612,null,$25.71 
WIND UP HOPPING SMILEY FACES,SKU #1903938,UPC: 049392679777,$6.99 
WORKBOOKS-MATH READINESS,SKU #1465327,UPC: 076645022080,$0.96 
SCHLEICH FARM LIFE ANIMALS (TEXAS LONGHORN CALF),SKU #1848274,UPC: 4005086136847,$6.62 
ELEPHANT - PLUSH,SKU #538573,UPC: 000772021852,$0.44 
COBRA RC TOYS 909318 INVERTED FLIGHT STUNT DRONE,SKU #2171719,null,$4.85 
3-D FOAM PAPER MODEL KIT ASSORTMENT,SKU #1945867,UPC: 753429740018,$7.16 
CHIHUAHUA - PLUSH DOG,SKU #539007,UPC: 000772048514,$0.33 
"SHARPIE PERMANENT MARKER, FINE POINT, BLACK INK",SKU #969712,UPC: 071641330016,$391.99 
ZOMBIE FARM,SKU #1934136,UPC: 810017010318,$14.69 
MODEL BUILDING SUPPLY KIT,SKU #1794525,UPC: 075611911106,$0.38 
MINI TROPICAL FISHES,SKU #1776615,UPC: 049392011942,$10.77 
FASHION DOLL,SKU #2129449,null,$27.94 
TOUCH PEN / STYLUS,SKU #1858872,null,$0.07 
PRINGLES CHEDDAR CHEESE 2.5 OZ. 12 COUNT,SKU #1281213,UPC: 038000845260,$0.17 
FOAM FINGER FLYERS,SKU #1903425,UPC: 049392611715,$9.54 
"FRICTION MOTORCYCLE (3 PIECE SET ) 7""",SKU #1940440,UPC: 688999106783,$0.39 
SMARTIES CANDY-180 PIECES,SKU #1776792,null,$0.47 
WEST HIGHLAND TERRIER (WESTIE) - PLUSH DOG,SKU #539026,UPC: 000772048729,$16.56 
WILD ANIMAL FINGER PUPPETS,SKU #1903492,UPC: 049392014639,$0.57 
AKAI KS780-BT CD+G BLUETOOTH(R) KARAOKE SYSTEM,SKU #2169926,null,$0.21 
BEGINNER PATTERN BLOCKS,SKU #538414,UPC: 000772005289,$10.22 
"5"" MINI KR2 R/C KART RACING",SKU #1034245,UPC: 852093002481,$1.09 
LACE & TRACE - WILD ANIMALS,SKU #1879025,UPC: 000772092760,$11.03 
CRAVE N RAVE SPIKERZ BITE SIZE CRACKERS - HEAVENLY,SKU #1864944,UPC: 675825512108,$0.91 
DARK SKIN BEAUTY DOLL COLLECTION,SKU #2122920,null,$2.69 
"14"" BABY DOLL",SKU #2127264,UPC: 841175108425,$2.21 
STICK PENS - 10 PACK - BLUE INK,SKU #528972,UPC: 871936006264,$1.04 
BEDROOM DOLLHOUSE FURNITURE,SKU #538609,UPC: 000772025836,$18.11 
"FRICTION CONTAINER TRUCK 21.5""",SKU #1902233,UPC: 688999005550,$14.69 
GLOW TOY ANIMAL CREATURES,SKU #1776699,UPC: 049392268735,$1.02 
ELIMINATOR LIGHTING EZ 8 II SYSTEM 8-CHANNEL EZ-8 II LIGHT CONTROLLER,SKU #2172803,null,$18.38 
TOBY CAT,SKU #1123868,UPC: 000772071512,$0.91 
KI TWO PC PUZZLE OPPOSITES,SKU #1934816,UPC: 805219378762,$4.75 
PENCILS - 12 PACK - NO.2 LEAD.,SKU #92908,UPC: 851806000172,$22.06 
SEE-INSIDE SPANISH ALPHABET PEG,SKU #1124321,UPC: 000772032711,$2.19 
"BIG-LITTLE PEGBOARD 8""-36 HOLES",SKU #1201046,UPC: 700239024227,$1.54 
27 MM SMILE FACE HIGH BOUNCE BALLS,SKU #1994952,null,$27.01 
"5"" MINI TAMBOURINE STICK MUSICAL INSTRUMENT",SKU #1934565,null,$18.37 
RECORDER,SKU #538483,UPC: 000772013017,$7.86 
"7.5"" AQUA BLASTER WATER GUN",SKU #1982690,UPC: 841175110084,$0.37 
FARM ANIMAL FINGER PUPPETS,SKU #1903493,UPC: 049392014646,$1.03 
MINI TRANSPARENT WATER GUNS,SKU #1904265,UPC: 049392616659,$1.09 
STASH ORGANIC TEA - PREMIUM GREEN TEA,SKU #362803,UPC: 077652082821,$13.75 
BIC ROUND STIC GRIP PEN (PURPLE),SKU #1849465,null,$2.78 
SITTING SWIRLY PLUSH DOG,SKU #2132842,UPC: 734689164745,$3.79 
VOLCANO MOUNTAIN,SKU #1934087,UPC: 810017010370,$36.75 
SCHLEICH FARM LIFE ANIMALS (HOLSTEIN CALF),SKU #1848285,UPC: 4005086136342,$3.53 
MONKEY FINGER PUPPETS,SKU #1903728,UPC: 049392041567,$22.04 
ELEANOR BEAR,SKU #1124047,UPC: 000772077507,$15.07 
ERASERS - PINK - 8 PACK - LARGE BEVELED,SKU #414467,UPC: 871936001443,$5.13 
ART GUM ERASER,SKU #1948759,UPC: 079252371800,$1.10 
DOLL CLOTHES POLO & BERMUDAS - LAVENDER PLAID,SKU #691339,UPC: 028444820060,$0.85 
HORSE FAMILY,SKU #538576,UPC: 000772022385,$8.21 
HAND DRUM,SKU #1916588,UPC: 7290006631398,$23.82 
"APE CASE ACLW2DR SMALL DRONE LIGHTWEIGHT HARD CASE (2""H X 13.63""W X 7.75""D)",SKU #2170087,null,$4.79 
PADDLE BALL GAME,SKU #1895468,null,$14.71 
PLUSH RAINBOW SWIRL SNAKES,SKU #1776771,UPC: 049392625835,$3.41 
RIPSTICK CASTOR SKATE WAVE BOARD,SKU #705559,null,$6.99 
DOLL  BARBIE STAR LIGHT ADVENT,SKU #2132830,UPC: 887961266948,$13.53 
MATTEL COLOR ME CUTE BARBIE DOLL,SKU #2132834,UPC: 887961058741,$0.28 
"9.5"" RAINBOW UNICORN FLOAT",SKU #2185415,null,$113.23 
"COMFIES - 7.5"" PINK BABY SITTING PINK MONKEY",SKU #1946611,null,$6.69 
MARKERS CLASSIC WATERCOLOR 10PK,SKU #1939516,UPC: 871936003553,$10.44 
MATTEL DWB60 MY MINI MIXIEQ'S(TM) MINI ROOM ASSORTMENT,SKU #2175815,null,$0.03 
ANIMAL PLANET BABY ANIMALS DVD,SKU #1948897,UPC: 876284001695,$1.12 
TURTLE TOY ANIMALS,SKU #1776698,UPC: 049392677254,$0.99 
TWO CARD MONTE MAGIC TRICK,SKU #564962,UPC: 741545014977,$3.31 
"FRICTION FORKLIFT 13""",SKU #1982878,UPC: 688999050000,$4.04 
RAINBOW STRIPED BOUNCE BALLS - 35 MM,SKU #1776861,UPC: 049392284889,$6.62 
K & S METAL STREAMLINES (ALUMINUM) - 1/4 IN.,SKU #1848783,UPC: 614121111004,$22.04 
THE COLOR WHEEL COMPANY ARTIST MIXING GUIDE COLOR WHEEL,SKU #1841490,null,$2.21 
CHIMPANZEE - PLUSH,SKU #538565,UPC: 000772021715,$0.21 
"11"" SOFIA FASHION DOLL TOYS",SKU #1930979,UPC: 841175100085,$23.11 
ORBIT GUM PEPPERMINT 12 COUNT,SKU #952813,UPC: 022000004864,$5.13 
BAZIC DUAL BLADES SHARPENER W/ ROUND RECEPTACLE (2/PACK),SKU #311240,UPC: 764608019078,$1.10 
INFLATABLE ASSORTMENT RINGS BALLS RAFTS + ARM BANDS,SKU #1161197,UPC: 783312431334,$7.56 
CONSTRUCTION WORKER PUPPET,SKU #538601,UPC: 000772025553,$0.65 
GIANT BUBBLE WAND,SKU #302339,UPC: 721003169159,$1.09 
SEASIDE SIDEKICKS SAND COOKIE SET,SKU #539200,UPC: 000772064347,$9.54 
BEACH FUN TOY,SKU #2131916,UPC: 841175101785,$28.43 
MAGNETIC NUMBER MAZE,SKU #538578,UPC: 000772022804,$11.03 
SODOKU PUZZLE BOOKS,SKU #1820508,UPC: 814635013072,$3.41 
CRAYOLA CHILDREN'S CHALK (ASSORTED),SKU #1847224,null,$0.64 
JUMBO PINK TEDDY BEAR,SKU #538829,UPC: 000772039802,$735.28 
FRESH GOURMET TORTILLA STRIPS TRI-COLOR,SKU #1175732,UPC: 787359431692,$1.68 
MAXAM BLACK DOUBLE CUTAWAY TAMBOURINE,SKU #1797138,UPC: 024409496097,$1.04 
SLIM JIM GIANT ORIGINAL .97 OZ. 24 COUNT,SKU #952824,UPC: 026200117003,$9.18 
TROPICAL TREES,SKU #1934074,UPC: 810017017447,$33.82 
HAPPY GIDDY BOWLING SET,SKU #539101,UPC: 000772061575,$22.04 
WHOLESALE SPONGEBOB SQUAREPANTS FIGURINES,SKU #1877538,null,$1.10 
INFLATABLE BEACH BALL ASSORTMENT,SKU #1776911,UPC: 049392206959,$2.99 
"FRICTION RACING CAR (2PCS SET) BATT. INCL. 10.2""",SKU #1902228,UPC: 688999000562,$0.30 
SOPHIE COLLECTION FASHIONABLE,SKU #1934002,UPC: 841175104021,$51.46 
FLASH CARDS MULTIPLICATION - 36 CARDS,SKU #1285275,UPC: 672672591140,$0.71 
SCHLEICH WILD LIFE ANIMALS (CHIMPANZEE YOUNG),SKU #1847627,UPC: 4005086146808,$1.88 
STRETCHY LIZARD TOYS,SKU #1776707,UPC: 049392078204,$22.04 
4M AMPHIBIAN ROVER KIT,SKU #1848900,null,$57.34 
"PLUSH DICE - 1.5""",SKU #1776790,UPC: 049392620656,$5.13 
CREATIVITY FOR KIDS MONSTER TRUCKS CUSTOM SHOP,SKU #1843396,null,$1.03 
DIECAST CAR COLLECTION (50 PIECE SET),SKU #1895308,UPC: 688999509928,$6.37 
NABISCO MINI OREO COOKIES,SKU #362561,null,$4.41 
NISSIN BIG CUP NOODLES HOMESTYLE - CHICKEN,SKU #1895238,UPC: 7066223403,$18.16 
"17"" NEON PLUSH TOY STUFFED TEDDY BEARS",SKU #2123711,null,$24.46 
MECHANICAL PENCILS WITH REFILLS & ERASERS,SKU #2133106,UPC: 071641047433,$1.88 
ENGLISH BULLDOG - PLUSH DOG,SKU #539020,UPC: 000772048651,$20.57 
MEALTIME UTENSIL PLAY SET,SKU #1870173,UPC: 000772093477,$1.02 
SMARTIES CANDY ROLLS 180CT BAG,SKU #1949208,null,$0.66 
FRICTION RACE CAR WITH 3D LIGHT & SOUND (BATTERY I,SKU #1940436,UPC: 688999107889,$1.24 
PLUSH ROSES,SKU #185829,null,$1.61 
"CHENILLE KRAFT COMPANY  SIDEWALK CHALK, WASHABLE/NONTOXIC, 20 PC, 4""X1"", ASSORTED",SKU #945281,UPC: 021196017009,$58.81 
TRAVEL BRIX,SKU #1916560,UPC: 7290002582236,$3.02 
"PAPER MATE  PEARL ERASER, LARGE, 1/PK, PINK",SKU #945658,UPC: 070530705485,$4.75 
METAL CARNIVAL COUNTER,SKU #1904251,UPC: 049392246481,$7.34 
8OZ. FUN BUBBLE BOTTLES,SKU #1945163,null,$5.00 
"SPRINGFIELD COLLECTION PRE-STUFFED DOLL 18""-OLIVIA",SKU #659535,UPC: 028444618612,$1.84 
FASHION DOLL,SKU #2124475,UPC: 841175108333,$3.81 
FINN SHARK,SKU #1124010,UPC: 000772076319,$7.87 
"DIXON TICONDEROGA COMPANY TICONDEROGA PENCIL,W/ ERASER,NO 2 MED,72 CT.,YW",SKU #967687,UPC: 072067339041,$5.40 
SCHLEICH WILD LIFE ANIMALS (BLACK BEAR FEMALE),SKU #1847601,UPC: 4005086143166,$11.03 
SMILEY FACE BEANBAGS,SKU #1905261,UPC: 049392710050,$14.69 
CRUSADER TOY FIGURES,SKU #1903652,UPC: 049392024539,$22.04 
PLUSH SMILE FACE,SKU #1932242,UPC: 085754047075,$0.66 
FURNITURE,SKU #2134968,UPC: 841175114860,$0.88 
MATTEL FFB15 BLOXELS(R),SKU #2175824,null,$0.49 
AMAZING MOVING PLANT,SKU #1934132,UPC: 810017017560,$1.62 
SPICE SUPREME - CHICKEN SEASONING,SKU #386792,UPC: 076114330180,$2.65 
JUNGLE LOCKER BUDDIES,SKU #697878,UPC: 603250682363,$3.43 
PRESCHOOL WORKBOOKS 32 PAGES-UPPERCASE ALPHABET,SKU #653916,UPC: 076645020659,$0.07 
BOLLIE BUBBLES,SKU #1123880,UPC: 000772061421,$0.76 
KITCHEN ACCESSORY SET,SKU #538623,UPC: 000772026109,$18.37 
NURSERY DOLLHOUSE FURNITURE,SKU #538611,UPC: 000772025850,$11.03 
GPX DC126B HIGH SPEED REMOTE CONTROLLED CAR,SKU #2173802,null,$0.18 
SHARPIE FINE POINT MARKERS (BLACK) -,SKU #1822320,null,$2.22 
JACQUARD TIE DYE KIT (LARGE KIT),SKU #1837517,UPC: 743772932000,$51.46 
LOLLIPOP MAKING KIT,SKU #1942373,UPC: 6949196564986,$11.01 
"COMFIES - 7.5"" BLUE BABY SITTING BLUE MONKEY",SKU #1946610,null,$1.94 
SIDE STAND TIMELESS MINIATURES,SKU #1205313,UPC: 082676807640,$12.87 
"28"" DELUXE KITCHEN SET WITH LIGHT AND SOUND PS53A",SKU #1866628,null,$4.04 
NISSIN TOP RAMEN - BEEF FLAVOR,SKU #1895255,UPC: 7066201302,$1.01 
INCENTIVE PENCIL,SKU #357796,UPC: 603250642442,$5.00 
PENCIL SHAPED ERASER AND PENCIL SHARPENER,SKU #1904918,null,$1.82 
BUTTERFLY NET WITH BAMBOO HANDLE,SKU #1276864,UPC: 721003180369,$8.59 
SCHLEICH FARM LIFE ANIMALS (TEXAS LONGHORN COW),SKU #1848280,UPC: 4005086136854,$9.54 
PIXEL POPS KITTEN CHATON,SKU #1925802,UPC: 622222070502,$2.33 
WORKBOOK SPELLING GRADE 1,SKU #905180,UPC: 076645020161,$4.03 
"BIC CORPORATION ROUND STIC BALLPOINT PEN,MED. PT.,60/BX,BLUE INK",SKU #967411,UPC: 070330131613,$0.27 
MAXAM ALTO SAXOPHONE,SKU #704241,UPC: 024409090561,$6.40 
FLOATING BLOCKS,SKU #1916446,UPC: 7290010424177,$58.81 
PLASTIC BABY CARRIAGE,SKU #2186391,UPC: 887600810242,$6.62 
FRICTION TRUCK CARRIER WITH LIGHT & SOUND ( BA,SKU #2122940,null,$0.11 
SCHOOL BUS,SKU #1776611,UPC: 049392267264,$0.94 
PRESCHOOL WORKBOOKS 32 PAGES-CONNECT THE DOTS,SKU #653921,UPC: 076645020581,$0.57 
PENCIL SHARPENERS -BULK PACK - DUAL BLADES,SKU #1301735,null,$8.09 
"FRICTION PICKUP TRUCK (2PCS SET) 7""",SKU #1902223,UPC: 688999919024,$0.51 
DON SONORA TACO SAUCE PACKET,SKU #1488369,UPC: 026700109560,$2.69 
SCHOOL ZONE LEARNING SET-MAKING FRACTIONS,SKU #2190138,null,$0.99 
CHEETAH - PLUSH,SKU #538559,UPC: 000772021289,$15.28 
SASSY SUNFLOWER PEN,SKU #1225581,UPC: 722950210970,$2.16 
ERASERS - PINK -  4 PACK - LARGE BEVELED,SKU #414466,UPC: 871936001436,$1.72 
RAINBOW BUBBLES,SKU #2129461,null,$12.50 
RAINBOW JUMP ROPES,SKU #1895093,UPC: 049392660508,$1.40 
SCHOOL ZONE LEARNING SET-TELLING TIME,SKU #2190140,null,$1.53 
10? 1:14 LAMBORGHINI AVENTADOR LP700 WHITE LA14W,SKU #1866570,null,$5.13 
CORRECTION TAPE - 2 PACK,SKU #424997,UPC: 871936000026,$9.54 
ERASERS - NEON COLORS 4 PK,SKU #369167,null,$3.68 
ASSORTED  SLICK SAND  5  LB. BUCKET,SKU #1934135,UPC: 810017013159,$0.80 
JOKE DRIBBLE GLASS,SKU #1935977,UPC: 049392281871,$15.28 
"KEEBLER FAMOUS AMOS COOKIES, CHOCOLATE CHIP, 2 OZ, 8/BX",SKU #933281,UPC: 076677980679,$20.97 
STAR WARS FIRST ORDER DEFLATED PLAYBALL,SKU #1997907,null,$1.16 
NISSIN BOWL NOODLES - CHICKEN FLAVOR,SKU #1895243,null,$136.75 
"TOY GUN PLAY SET (2 ASSORTED) 14""",SKU #1940459,UPC: 688999300112,$13.75 
RETRACTABLE BALL POINT PENS - 3 PACK,SKU #394224,UPC: 871936000422,$11.99 
ARIZONA GUNSLINGER HABANERO & MANGO PEPPER SAUCE,SKU #1191422,UPC: 027328112277,$1.17 
SANDERS CLASSIC CARAMEL FRUIT & SNACK DIP CUP,SKU #1853364,UPC: 035900275692,$1.04 
SPACEGATE 19623 2.4GHZ SKY CAPTURE DRONE,SKU #2178876,null,$25.72 
CHEERLEADER PUPPET,SKU #538600,UPC: 000772025546,$6.29 
SEGMENTED PLASTIC JUMP ROPE 8-FT. YELLOW/WHITE,SKU #508578,UPC: 710858007273,$14.69 
"11.4"" 1:14 AUDI TT BLACK ATT14B",SKU #1866502,null,$5.51 
PLUSH BEAN ANIMAL ASSORTMENT,SKU #1994795,UPC: 085754047181,$1.20 
VOLCANO CRATER GARDEN,SKU #1934068,UPC: 810017014545,$12.06 
SMART PHONE ERASERS,SKU #1850707,UPC: 603250686569,$0.70 
COLORED PLASTIC BALLS,SKU #1776902,UPC: 049392220566,$11.01 
BULK CRAYONS ASSORTED COLORS - 24 COUNT BOXED,SKU #92915,UPC: 852134000599,$104.40 
ZOTZ STRINGS CHERRY APPLE WATERMELON 0.7 OZ CANDY,SKU #1123312,UPC: 070650000088,$11.01 
GIRAFFE - PLUSH,SKU #538545,UPC: 000772021067,$4.03 
DOLL CLOTHES STRAPPY SANDALS - PINK,SKU #691351,UPC: 028444801670,$0.20 
DIE CAST SCOOTER,SKU #1930786,UPC: 085754166882,$8.81 
BUDS BEST COCONUT BAR COOKIES,SKU #345699,UPC: 745527520074,$0.29 
ALL ABOUT ROCKS KIT,SKU #738179,UPC: 071547020318,$0.25 
WORM STICKIES,SKU #1776695,UPC: 049392018842,$6.49 
HALLMARK GREEN PLUSH FROG,SKU #348622,UPC: 015012909296,$16.86 
DIECAST CAR COLLECTION (15 PIECE SET),SKU #1895334,UPC: 688999010158,$12.79 
TWININGS OF LONDON PURE WHITE TEA,SKU #362975,UPC: 070177230265,$0.82 
"TREND ENTERPRISES  MONEY BINGO GAMES,36 PLAYING CARDS,200 CHIPS,ENGLISH",SKU #944663,UPC: 078628060713,$0.54 
BIG ROSCOE BEAR,SKU #1124035,UPC: 000772077330,$66.17 
FEATHER PENS,SKU #1777950,UPC: 049392721094,$25.28 
"24"" BEAUTY KITCHEN SET WITH LIGHT AND SOUND TF826",SKU #1866657,null,$2.21 
BATTERY OPERATED DINOSAUR RACING SET (POLICE &,SKU #2122912,UPC: 688999083770,$29.62 
CRAYOLA PIP-SQUEAKS SKINNIES (FINE TIP) - PACK OF 8,SKU #1845180,null,$0.12 
"13.5"" STACEY DOLL",SKU #2127107,UPC: 841175115683,$0.88 
KRAFT FAT FREE MAYONNAISE,SKU #362437,UPC: 021000649921,$9.54 
STICKY NOTES - NEON COLORS,SKU #1121019,UPC: 871936004161,$1.61 
LITTER OF LIZARDS,SKU #539072,UPC: 000772060622,$1.66 
SEASIDE SIDEKICKS SAND CUPCAKE SET,SKU #539197,UPC: 000772064316,$0.64 
CLICKER CRAB HOURGLASS SIFTER & FUNNEL,SKU #539181,UPC: 000772064095,$1.58 
CLICKER CRAB PAIL AND SHOVEL SAND TOYS,SKU #539173,UPC: 000772064002,$5.87 
WORLD TECH TOYS 34871 2-CHANNEL MARVEL IR HELICOPTER & KINETIK AA 50PK,SKU #2181062,null,$0.18 
THE COLOR WHEEL COMPANY COLORSAURUS CHILDREN'S COLOR WHEEL,SKU #1841488,null,$5.87 
"KEEBLER TOAST/PEANUT BUTTER CRACKERS, 1.8 OZ, 8 CRACKERS/PK, 12/BX",SKU #934040,UPC: 030100211679,$3.68 
FLASH CARDS - NUMBERS 1-100,SKU #1285277,UPC: 672672591324,$0.34 
SLIM JIM ORIG SNACK STICK C-TOP .28OZ 120CT,SKU #1934497,UPC: 026200101927,$2.93 
GALLOP-N-GO STICK PONY - PLUSH,SKU #538569,UPC: 000772021760,$14.69 
PENCIL TOP ERASERS,SKU #368452,UPC: 731015131624,$29.41 
TOOTLE TURTLE BUBBLES,SKU #1123881,UPC: 000772061438,$22.06 
DOLL CLOTHES-  PARTY TIME SET,SKU #1191663,UPC: 028444800628,$1.18 
PLUSH DRAGONS STUFFED ANIMALS,SKU #1776787,null,$0.59 
PLUSH SMALL REALISTIC WHITE TIGERS,SKU #1905315,UPC: 049392258002,$5.65 
MINI PULL STRING DISCS,SKU #1903924,UPC: 049392678633,$9.54 
BUBBLE GUN,SKU #2131922,UPC: 841175111272,$18.37 
"9"" 1:24 AVENTADOR LP700 WHITE LA24W",SKU #1866571,null,$73.51 
SHARK - PLUSH,SKU #538557,UPC: 000772021265,$11.01 
AIRPLANE,SKU #2184463,UPC: 841175113832,$22.04 
KRAFT PURE HONEY CUP,SKU #915381,null,$0.85 
STICK PENS - 10 PACK - BLACK INK,SKU #528971,UPC: 871936006257,$1.59 
TRACK SUPPORT (6 PACK),SKU #538448,UPC: 000772007085,$14.71 
"TOY TURTLES - 8""",SKU #1776633,UPC: 049392268926,$0.15 
CRAZY BUBBLES,SKU #2131924,UPC: 841175109927,$107.34 
CORRECTION TAPE 2 PACK,SKU #1980556,UPC: 619342151525,$1.47 
MARKERS - 10,SKU #679125,null,$0.99 
"SCHLEICH WILD LIFE ANIMALS (SQUIRREL, EATING)",SKU #1847621,UPC: 4005086146846,$0.99 
PLASTIC SLIDE WHISTLES,SKU #1903684,UPC: 049392630211,$14.69 
SMUCKERS CONCORD GRAPE JELLY,SKU #680155,null,$293.38 
SCHLEICH WILD LIFE ANIMALS (RED DEER),SKU #1847554,UPC: 4005086146471,$3.41 
SPARKLE DECORATING GEL GOLD - 3.5 OZ.,SKU #663152,UPC: 070896410603,$58.81 
PENCIL SHARPENERS - 6 PACK - DUAL BLADES,SKU #409045,UPC: 871936001504,$2.13 
THOMAS TRAIN CHOCOLATE CHIP COOKIE BAG,SKU #1941188,UPC: 845120055017,$3.87 
BLACK FIDGET SPINNER TOYS,SKU #2266705,null,$8.51 
SEGMENTED PLASTIC JUMP ROPE 16-FT. RED/BLUE/WHIT,SKU #508576,UPC: 710858007259,$0.40 
MAGNETIC WOODEN ALPHABET,SKU #538400,UPC: 000772004480,$0.85 
BROWNSON BEAR,SKU #1124025,UPC: 000772077217,$14.69 
LARGE WILD ANIMALS,SKU #1776729,UPC: 049392615188,$9.54 
SCHLEICH FARM LIFE ANIMALS (HEN),SKU #1848267,UPC: 4005086136465,$5.88 
MARVEL WOLVERINE AND THE X-MEN HEROCLIX TABAPP,SKU #1777720,UPC: 634482708538,$0.91 
"COPY PAPER 50 SHEETS 8.5 X 11""",SKU #1392736,UPC: 042196450153,$1.01 
"2.75"" EMOJI POOP PLUSH CLIP ON",SKU #2191617,null,$3.07 
NEON PENCIL SHARPENERS,SKU #1776541,UPC: 049392654286,$58.81 
FIGURES POLICE BAG 913,SKU #904402,UPC: 075656021990,$25.72 
NISSIN CUP NOODLES - SPICY CHILI CHICKEN FLAVOR,SKU #1895221,null,$0.39 
BLENDABLE COLORED PENCILS SET,SKU #1346588,UPC: 840929022338,$3.90 
LIPTON CAFFEINATED TEA BAGS CASE OF 1000,SKU #1275498,null,$0.04 
SUPER KITCHEN,SKU #2124456,UPC: 841175116611,$5.13 
DISNEY FROZEN DRESS UP SET,SKU #1940137,null,$1.34 
MY MINI KITCHEN SERIES,SKU #2124445,UPC: 841175114808,$3.53 
JUMBO PLUSH SCALY SNAKES,SKU #1776766,UPC: 049392623565,$0.03 
TABLE TENNIS SET - 5PCS,SKU #701007,null,$3.91 
SEA TURTLE - PLUSH,SKU #538558,UPC: 000772021272,$6.63 
PLASTIC CONSTRUCTION TRUCKS,SKU #1272386,UPC: 721003167070,$1.27 
PEPPERIDGE FARM 100 CALORIE CHESSMEN BUTTER COOKIES,SKU #1175745,UPC: 014100089742,$0.45 
WWII GLIDERS,SKU #1904165,UPC: 049392702352,$0.51 
SACK OF SNAKES,SKU #539073,UPC: 000772060639,$3.68 
HAPPY KITTEN,SKU #1916552,UPC: 7290005076862,$0.57 
DOLL CLOTHES PROM DRESS - SILVER,SKU #691349,UPC: 028444820077,$0.24 
4 PIECE MINI FIRE TRUCKS,SKU #2184451,UPC: 841175104656,$62.72 
CHARMS MINI POPS,SKU #1776793,null,$2.13 
SEGMENTED PLASTIC JUMP ROPE 7-FT. RED/WHITE,SKU #508577,UPC: 710858007266,$0.37 
NATURE VALLEY TRAIL MIX CHEWY FRUIT & NUT BAR,SKU #743292,UPC: 016000439894,$25.72 
PINE CAR DERBY SANDPAPER ASSORTMENT,SKU #1780045,UPC: 724771003809,$1.26 
KARS SWEET N SPICY MIX,SKU #362327,null,$0.94 
NISSIN CHOW MEIN - TERIYAKI BEEF FLAVOR,SKU #1895226,null,$0.24 
WHATTA RING ERASER,SKU #1850716,UPC: 603250692393,$0.16 
TOY CATS,SKU #1776660,UPC: 049392023846,$0.37 
FIRE TRUCK SET,SKU #2184490,UPC: 841175112675,$5.84 
TOSTITOS MEDIUM SALSA TO GO CUP,SKU #1175733,null,$1.12 
BATTERY OPERATED TRAIN SET,SKU #2122914,null,$7.86 
BAZIC ASSORTED COLORS FINE TIP PERMANENT MARKERS,SKU #2182077,UPC: 764608012918,$88.71 
SCHLEICH FARM LIFE ANIMALS (RAM),SKU #1848286,UPC: 4005086132665,$1.28 
WATER BALLOON BOMBS WITH FILLER - 100 PIECES,SKU #1904268,UPC: 049392270509,$1.49 
BEAUTY BATTERY OPERATED PURSE WITH LIGHT & ACCESSORIES,SKU #1940419,UPC: 688999012855,$1.61 
DOLL CLOTHES-  ZEBRA DRESS-BLACK/WHITE,SKU #1191661,UPC: 028444866297,$0.14 
PLAY MONEY SET,SKU #1944215,UPC: 731015221028,$0.40 
TOY SEA LIFE CREATURES,SKU #1776634,null,$23.82 
GATORADE PERFORM 02 POWDER PACKET-GLACIER FREEZE,SKU #697735,null,$1.47 
TRENDY'S BEAUTIFUL GIRL LIGHT SKIN,SKU #2122975,null,$5.44 
SATIN STAR PLUSH TOY,SKU #1909613,null,$18.38 
MEADOW MEDLEY PIGGY,SKU #1124057,UPC: 000772074087,$1.12 
WORKBOOK FIRST GRADE SCHOLAR,SKU #905214,UPC: 076645021564,$1.84 
NATURE VALLEY PEANUT BUTTER GRANOLA BAR,SKU #362570,null,$9.54 
MY HORSE CLOVER MAGNETIC DRESS UP,SKU #1288258,UPC: 000772085915,$0.18 
LITTLE CHESTNUT BEAR,SKU #1124045,UPC: 000772077477,$0.68 
"BEACHBALL INFLATES - 15""",SKU #1776907,UPC: 049392601860,$14.69 
THE LOVE DOME,SKU #1934086,UPC: 810017010363,$7.35 
"DOLL FASHION GIRL 11"" CDED 4X1",SKU #905718,UPC: 075656010734,$2.21 
SUP CAP GUN,SKU #2184549,UPC: 841175106551,$0.99 
PARK IN A BOTTLE,SKU #1934082,UPC: 810017012633,$0.70 
OOEY GOOEY SNOTTY SLIME KIT,SKU #1934113,UPC: 810017014200,$0.12 
JUMBO AQUATIC SQUIRTERS,SKU #1895102,UPC: 049392604298,$0.17 
PLUSH DONKEY,SKU #1934155,UPC: 085754047365,$5.00 
WATER BOMB DISC GAME,SKU #2131434,UPC: 841175103048,$0.59 
"10.4"" 1:14 MINICOOPERS BLUE",SKU #1866592,null,$0.34 
GOLD SHARPIE METALLIC FINE POINT PERMANENT MARKER,SKU #1213336,UPC: 071641054905,$5.13 
